Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,biaoqian,class
FBXW7,0.0,34.0,0.0,5.0,35.0,19.0,3.0,2.0,52.0,367.0,107.0,0.0,0.0,32.0,11.0,0.0,49.0,27.0,0.0,591.0,0.0,550,6.681498285286242,2.68894983812042,16.839796750122435,8.971543553950774,-0.037332084,0.025557594,0.031287502,0.0074542793,-0.122425996,0.034928832,0.105690821,0.001015463,4.0,153242411.0,153456172.0,117295.2,501.0,2.043564e-06,0.3723933,0.05094051,3.0,43.18919,90.08108,0.898533,123.0,15.86885,40.63151,0.00082627,96.0,15.333333333333334,1,1
FGFR1,0.0,26.0,0.0,3.0,1.0,1.0,0.0,0.0,28.0,145.0,6.0,0.0,0.0,66.0,4.0,0.0,2.0,1.0,0.0,277.0,0.0,228,6.681498285286242,2.68894983812042,19.681854515871,8.57742882803575,0.013592087,0.08080154,0.100147605,0.07112533,-0.14788735,0.05880755,0.720673177,0.023631984,8.0,38268657.0,38326352.0,841062.1,381.0,2.329716e-06,0.440255,0.04749547,18.0,51.59459,95.91892,0.8639174999999999,116.282,13.3377,54.18917,0.00027044,44.0,2.328358208955224,0,1
FGFR2,40.0,0.0,0.0,9.0,8.0,5.0,2.0,4.0,31.0,269.0,9.0,0.0,0.0,59.0,3.0,1.0,16.0,12.0,0.0,412.0,0.0,323,6.681498285286242,2.68894983812042,17.639627579711057,8.59618975614441,-0.037000604,0.038229153,0.041446686,0.018942904,-0.13816085,0.04493292,0.1747763239999999,0.018282617,10.0,123237845.0,123357972.0,204199.6,386.0,2.242329e-06,0.44943,-0.008783812,3.0,51.21622,96.62162,0.8863514000000001,133.4689,16.13443,47.55254,6.55e-05,21.0,4.833333333333333,1,1
FGFR3,0.0,32.0,0.0,0.0,7.0,1.0,0.0,0.0,18.0,180.0,3.0,0.0,0.0,70.0,1.0,0.0,8.0,2.0,0.0,302.0,0.0,244,6.681498285286242,2.68894983812042,19.71295111397297,7.800899899920305,-0.0193886,0.031369213,0.047988664,0.018744614,-0.11356574,0.033802953,0.043991275,0.003794586,4.0,1795039.0,1810599.0,859387.6,222.0,2.373401e-06,0.57491,0.04176044,19.0,32.48649,59.72973,0.9197454,58.09508,5.016393,65.56951,0.000330134,38.0,2.605633802816901,1,1
FLNA,1.0,11.0,0.0,3.0,19.0,10.0,1.0,0.0,5.0,514.0,27.0,1.0,0.0,258.0,9.0,0.0,22.0,10.0,0.0,827.0,0.0,550,6.681498285286242,2.68894983812042,21.16846279034835,8.594903589110126,0.015433567,0.014159135,0.034957536,0.013614824,-0.042913802,0.01124417,0.49715878,0.043188429,23.0,153576900.0,153603006.0,2356905.0,443.4357224118317,2.779785e-06,0.53919,0.02666181,32.0,27.32432,57.75676,0.9677305,96.63934,8.367213000000001,61.76075,0.001205629,134.0,2.1621621621621623,0,1
FLT3,0.0,19.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,225.0,25.0,0.0,0.0,84.0,15.0,0.0,6.0,4.0,0.0,369.0,0.0,287,6.681498285286242,2.68894983812042,18.400798152345704,9.264442600226602,-0.028486986,0.041428544,0.055265438,0.022289244,-0.13791147,0.045298964,0.458867285,0.102589681,13.0,28577412.0,28674729.0,346091.5,614.0,3.0097930000000004e-06,0.446165,0.04212426,12.0,52.35135,95.56757,0.8730098,120.3574,14.10164,39.53419,5.36e-06,12.0,3.164705882352941,1,1
FOXA1,0.0,27.0,0.0,4.0,13.0,3.0,15.0,0.0,1.0,122.0,1.0,1.0,0.0,46.0,1.0,0.0,31.0,4.0,0.0,199.0,0.0,193,6.681498285286242,2.68894983812042,16.042220028883033,8.930737337562887,-0.0070627519999999,0.03297156,0.05539617,0.023083093,-0.1096895,0.032279886,0.15786074,0.022568125,14.0,38059193.0,38064489.0,67481.23,487.0,3.315223e-06,0.3598099999999999,-0.05773076,4.0,38.91892,62.59459,0.9460357,73.61639,4.140984,61.74146,8.26e-06,9.0,2.702127659574468,0,1
FOXA2,0.0,17.0,0.0,10.0,11.0,9.0,0.0,0.0,0.0,79.0,7.0,0.0,0.0,30.0,1.0,0.0,12.0,9.0,0.0,143.0,0.0,146,6.681498285286242,2.68894983812042,15.598804192742731,9.294620748891626,0.05044007,0.030998612,0.09357308,0.02850761,-0.0594384,0.020534536,0.4834661770000001,0.058771848,20.0,22561643.0,22566101.0,49624.85,627.0,4.45607e-06,0.42972,-0.06632611,2.0,32.21622,56.0,0.93954,92.76721,8.255738000000001,63.088,0.000213549,9.0,3.096774193548387,0,1
FOXQ1,0.0,35.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,26.0,3.0,0.0,0.0,18.0,0.0,0.0,15.0,5.0,0.0,74.0,0.0,85,6.681498285286242,2.68894983812042,16.810581675735165,8.912889336229961,0.014060506,0.031134129,0.068426006,0.022483017,-0.09341876,0.030845229,0.191444666,0.027340817,6.0,1312675.0,1314992.0,114943.8,481.0,2.846175e-06,0.44231,0.01446384,5.0,10.97297,20.43243,0.9816391,30.49836,0.3213114999999999,66.5111,0.0,1.0,1.736842105263158,0,1
FUBP1,7.0,7.0,1.0,3.0,38.0,9.0,3.0,0.0,3.0,93.0,26.0,0.0,0.0,32.0,14.0,1.0,49.0,11.0,0.0,177.0,0.0,210,6.681498285286242,2.68894983812042,18.50996361596309,8.005624549193879,-0.017915586,0.024788681,0.039765924,0.009094674,-0.12074458,0.03626392,0.10408145,0.001950765,1.0,78413593.0,78444777.0,373295.8,256.0,3.101728e-06,0.38577,0.001174656,9.0,44.64865,95.43243,0.8993799000000001,123.2623,14.98689,40.45064,0.000201703,93.0,4.303030303030303,1,1
GABRA6,0.0,18.0,0.0,33.0,10.0,2.0,0.0,0.0,2.0,212.0,17.0,1.0,0.0,89.0,5.0,1.0,10.0,2.0,0.0,378.0,0.0,306,6.681498285286242,2.68894983812042,13.5608379279055,9.946906274456396,-0.011732702,0.025717914,0.04887814,0.011727652,-0.11510207,0.032629527,1.150230788,0.074263629,5.0,161112658.0,161129598.0,12083.23,986.0,5.229138e-06,0.3507099999999999,-0.005581798,3.0,46.16216,97.08108,0.9113699,126.1508,11.53115,40.83934,0.0,1.0,2.6222222222222222,0,1
GATA3,0.0,38.0,28.0,1.0,43.0,71.0,1.0,0.0,3.0,142.0,8.0,0.0,0.0,71.0,26.0,0.0,66.0,73.0,0.0,293.0,0.0,357,6.681498285286242,2.68894983812042,17.48095819234461,9.400879436282183,-0.011896705,0.037832048,0.06012177,0.02078996,-0.122978605,0.043781884,0.196601519,0.050257058,10.0,8096667.0,8117162.0,182932.3,675.0,4.357172e-06,0.4369399999999999,-0.002356654,7.0,41.75676,76.67568,0.9321181,91.77705,6.888525,61.15384,1.33e-05,21.0,3.430555555555556,1,1
GNA11,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,97.0,2.0,0.0,0.0,40.0,2.0,0.0,3.0,0.0,0.0,154.0,0.0,135,6.681498285286242,2.68894983812042,19.9320532334389,7.442943495848727,-0.027118072,0.034354106,0.04670034,0.0100437,-0.11321515,0.048942395,0.295200841,0.032700034,19.0,3094408.0,3121452.0,1000335.0,173.0,2.675085e-06,0.5441199999999999,0.0254863,31.0,37.7027,69.10811,0.9015337,91.68852,8.278689,63.868480000000005,0.000111318,28.0,2.463414634146341,1,1
GNA13,0.0,13.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,64.0,9.0,0.0,0.0,24.0,0.0,0.0,2.0,2.0,0.0,113.0,0.0,105,6.681498285286242,2.68894983812042,19.63095229222257,8.651051691178928,0.029972406,0.027868668,0.07638856,0.024145918,-0.06624203,0.021864856,0.4439186536272007,0.0288399977075919,17.0,63005409.0,63052920.0,811904.5,401.0,2.829779e-06,0.4219,0.01179346,10.0,50.08108,85.37838,0.9134208,163.0623,27.2,46.50503,0.000257481,45.0,3.0,0,1
GNAQ,0.0,32.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,99.0,10.0,0.0,0.0,20.0,0.0,0.0,6.0,2.0,0.0,159.0,0.0,145,6.681498285286242,2.68894983812042,18.32545259503061,9.39231742277876,-0.021800576,0.025131255,0.043006334,0.009402548,-0.11464263,0.033029594,0.052330474,0.001647516,9.0,80335200.0,80646192.0,328480.5,671.0,2.6813080000000003e-06,0.3986775,-0.02381614,5.0,46.10811,86.94595,0.8297949,116.2131,15.12131,42.66221,0.000407001,58.0,5.238095238095238,1,1
GNAS,0.0,7.0,0.0,2.0,3.0,4.0,0.0,0.0,21.0,268.0,12.0,1.0,0.0,104.0,1.0,0.0,3.0,4.0,0.0,416.0,0.0,336,6.681498285286242,2.68894983812042,19.96795233288861,8.703903573444663,0.080809645,0.04126893,0.12043856,0.0470071059999999,-0.031887036,0.0077864937,12.10226151,0.53712621,20.0,57414795.0,57486249.0,1025539.0,416.0,3.263479e-06,0.49821,0.01090913,7.0,45.56757,81.2973,0.9065951,96.45246,10.79672,53.63692,0.000543496,61.0,2.7142857142857144,1,1
GPS2,0.0,5.0,0.0,4.0,13.0,2.0,1.0,0.0,1.0,38.0,18.0,0.0,0.0,9.0,8.0,0.0,15.0,3.0,0.0,81.0,0.0,83,6.681498285286242,2.68894983812042,20.86645187831873,7.693486957499325,-0.0648279559999999,0.04337707,0.033005334,0.006955456,-0.17755982,0.06161024,0.036998939,0.000267483,17.0,7215978.0,7218658.0,1911735.0,206.0,2.247157e-06,0.5354399999999999,0.03594318,38.0,49.2973,93.10811,0.9555356,156.0557,21.86557,51.96488,0.0002005679999999,59.0,6.6,0,1
GRIN2D,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,159.0,3.0,0.0,0.0,84.0,4.0,0.0,8.0,0.0,0.0,250.0,0.0,211,6.681498285286242,2.68894983812042,20.46609837385004,7.7142455176661215,-0.005261063,0.024759514,0.05639486,0.012696699,-0.088030756,0.02900094,0.153214901,0.010194032,19.0,48898132.0,48948187.0,1448469.0,209.0,2.774747e-06,0.510115,0.03844167,26.0,32.62162,64.72973,0.9172737,82.8623,10.14098,61.00009,9.1e-06,4.0,1.952941176470588,0,1
GTF2I,0.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,19.0,147.0,10.0,0.0,0.0,30.0,7.0,0.0,8.0,4.0,0.0,212.0,0.0,197,6.681498285286242,2.68894983812042,19.793738396867536,7.247927513443584,0.059417073,0.028803308,0.09400088,0.027752778,-0.054345805,0.015385485,0.045125501,0.000197029,7.0,74072030.0,74175020.0,908884.1,151.0,4.31123e-06,0.474475,0.04532663,12.0,53.16216,96.67568,0.8360646,185.1902,35.26885,40.96025,0.000777482,100.0,5.387096774193548,0,1
H3F3A,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,36.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,57.0,0.0,60,6.681498285286242,2.68894983812042,19.725615557683728,7.894817763307944,0.062394466,0.035539538,0.10160015,0.03494057,-0.059779823,0.017692795,0.152353838,0.000633853,1.0,226250421.0,226259702.0,866964.8,237.0,2.248587e-06,0.4465,0.02296758,11.0,47.94595,97.35135,0.881933,54.06885,0.1606557,41.91364,0.000236622,85.0,6.333333333333333,1,1
H3F3C,0.0,29.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,43.0,6.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,119.0,0.0,105,6.681498285286242,2.68894983812042,18.051156355863803,8.625708843064466,0.04205996,0.033396423,0.08310335,0.035312295,-0.054632485,0.015567562,0.4439186536272007,0.0288399977075919,12.0,31944121.0,31945175.0,271605.1,394.0,3.047661e-06,0.4238,0.02044327,7.0,53.67568000000001,94.81081,0.9458360999999998,149.9082,16.68197,53.73368000000001,8.95e-06,14.0,2.0416666666666665,0,1
HGF,0.0,10.0,0.0,2.0,4.0,6.0,1.0,0.0,33.0,271.0,22.0,0.0,0.0,68.0,12.0,0.0,6.0,6.0,0.0,417.0,0.0,339,6.681498285286242,2.68894983812042,15.806934963823895,9.240791332161956,0.060305037,0.030475449,0.095438145,0.029127687,-0.05613712,0.017295754,0.388890481,0.057243726,7.0,81331445.0,81399452.0,57326.31,604.0,5.008627e-06,0.34203,0.01689834,2.0,48.94595,95.2973,0.8872933000000001,103.623,8.498361000000001,38.26356,5.71e-06,10.0,4.507246376811594,0,1
HIST1H1C,0.0,13.0,0.0,13.0,4.0,6.0,9.0,0.0,0.0,84.0,0.0,1.0,0.0,47.0,0.0,0.0,13.0,6.0,0.0,158.0,0.0,154,6.681498285286242,2.68894983812042,18.64145980587536,9.422064766172811,0.019292347,0.025378624,0.06585725,0.020599507,-0.0772051659999999,0.021479681,0.045548255,0.000836402,6.0,26055969.0,26056699.0,408919.2,685.0,3.329239e-06,0.4162399999999999,0.04269074,19.0,45.37838,91.81081,0.9991067,186.2852,36.35082,55.04397,0.00021247,79.0,1.875,0,1
HIST1H1E,0.0,14.0,0.0,26.0,5.0,2.0,13.0,0.0,0.0,76.0,10.0,1.0,0.0,30.0,0.0,0.0,19.0,3.0,0.0,155.0,0.0,149,6.681498285286242,2.68894983812042,18.605357253041685,9.3151495622563,0.018542238,0.026105998,0.06576931,0.020480769,-0.0790807,0.023595734,0.040829109,0.000560743,6.0,26156559.0,26157342.0,398813.2,636.0,3.660752e-06,0.4135899999999999,0.05318751,30.0,39.67568,77.18919,0.9968265,80.40656,4.429508,61.50238,1.19e-05,26.0,2.838709677419355,0,1
HLA-A,0.0,8.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,63.0,19.0,2.0,0.0,16.0,14.0,0.0,10.0,6.0,0.0,122.0,0.0,118,6.681498285286242,2.68894983812042,19.90759222425308,9.221587121264808,0.019853717,0.023905879,0.06494988,0.019773033,-0.07452245,0.0193943,0.165960429,0.020424827,6.0,29910309.0,29913660.0,983517.2,596.0,3.097623e-06,0.46321,0.03626369,20.0,44.18919,79.48649,0.9452395,108.377,11.48197,57.27275,0.000653996,61.0,6.0,0,1
HLA-B,0.0,8.0,0.0,0.0,24.0,12.0,2.0,0.0,1.0,66.0,30.0,0.0,0.0,17.0,20.0,0.0,26.0,14.0,0.0,140.0,0.0,153,6.681498285286242,2.68894983812042,21.28358635090456,8.442943495848729,0.019172769,0.022331608,0.062587045,0.01832734,-0.07194821,0.018479137,0.4439186536272007,0.0288399977075919,6.0,31321649.0,31324989.0,2552688.0,347.0,2.387836e-06,0.42261,0.02805359,31.0,38.16216,71.21621999999999,0.9206629,82.56066,6.281967,60.137440000000005,0.000310361,65.0,7.111111111111111,0,1
HRAS,0.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0,143.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,169.0,0.0,163,6.681498285286242,2.68894983812042,20.909779577906527,7.888743248898258,-0.031046163,0.027115475,0.035561085,0.007564154,-0.1262163,0.039656762,0.4439186536272007,0.0288399977075919,11.0,532243.0,535550.0,1970020.0,236.0,2.9721550000000003e-06,0.57226,0.0415969,44.0,39.75676,74.56756999999999,0.9179915,92.88852,6.701639,63.37628,0.000264187,65.0,16.22222222222222,1,1
HUWE1,0.0,51.0,1.0,0.0,12.0,11.0,9.0,0.0,13.0,814.0,45.0,0.0,0.0,263.0,22.0,0.0,44.0,14.0,1.0,1182.0,0.0,752,6.681498285286242,2.68894983812042,19.761243615416745,8.594903589110126,0.0037273064,0.010822724,0.022372793,0.0077690133,-0.05719002,0.015955376,0.806623738,0.013715512,23.0,53559072.0,53713673.0,888641.5,443.4357224118317,3.007323e-06,0.4323899999999999,0.04687743,15.0,34.67568,82.54054000000001,0.8933873,62.11148000000001,2.701639,46.95418,0.002880368,402.0,3.378787878787879,0,1
IDH1,1.0,11.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,551.0,4.0,0.0,0.0,16.0,2.0,0.0,4.0,5.0,0.0,585.0,0.0,577,6.681498285286242,2.68894983812042,17.990193176431262,9.076815597050832,0.001938822,0.015708273,0.04067348,0.007949388,-0.085202634,0.022196578,0.105898306,0.002753539,2.0,209100954.0,209119806.0,260367.1,539.0,3.381508e-06,0.42101,0.0167467,12.0,53.51351,98.24324,0.9023753,119.0492,11.30492,41.97784,0.000129593,50.0,32.94117647058823,1,1
IDH2,0.0,4.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,86.0,2.0,0.0,0.0,20.0,1.0,0.0,7.0,6.0,0.0,112.0,0.0,106,6.681498285286242,2.68894983812042,19.69967970392811,7.592457037268081,-0.0002860314,0.024747191,0.054448836,0.017913556,-0.08891032,0.023108762,0.4439186536272007,0.0288399977075919,15.0,90627214.0,90645708.0,851518.3,192.0,2.309423e-06,0.50917,0.0381749,17.0,46.13514,87.56756999999999,0.8990256999999999,130.5344,16.68525,57.58671,8.93e-06,14.0,4.476190476190476,1,1
IL6ST,0.0,7.0,0.0,5.0,19.0,1.0,8.0,0.0,0.0,123.0,7.0,0.0,0.0,24.0,4.0,0.0,29.0,1.0,0.0,168.0,0.0,166,6.681498285286242,2.68894983812042,18.27582987345152,8.778077129535358,-0.021947093,0.032548044,0.043634694,0.010935042,-0.13467726,0.049601518,0.238023168,0.010667641,5.0,55236695.0,55290763.0,317374.2,438.0,2.316912e-06,0.41996,0.05080154,12.0,45.62162,89.89189,0.9234773,125.5377,14.54754,36.788920000000005,0.000102865,28.0,5.4,0,1
IL7R,0.0,18.0,0.0,29.0,16.0,3.0,1.0,0.0,16.0,191.0,14.0,1.0,0.0,98.0,8.0,0.0,21.0,4.0,0.0,370.0,0.0,302,6.681498285286242,2.68894983812042,17.089509447339527,9.0,0.055580016,0.037936542,0.09758235,0.04111827,-0.05348084,0.013202671,0.301137715,0.059378189,5.0,35856991.0,35876921.0,139460.7,511.0,4.506451e-06,0.38728,0.004846311,7.0,63.94595,99.05405,0.8747389999999999,135.4492,15.68852,41.08798,6.69e-05,95.0,2.1818181818181817,0,1
INPPL1,0.0,18.0,0.0,0.0,50.0,12.0,2.0,0.0,13.0,216.0,19.0,0.0,0.0,93.0,6.0,0.0,53.0,12.0,0.0,364.0,0.0,321,6.681498285286242,2.68894983812042,19.506006303674653,7.515699838284043,0.008770143,0.028672297,0.06047129,0.02374052,-0.08688878,0.023703353,0.060042992,0.003034738,11.0,71935882.0,71950186.0,744547.5,182.0,3.278477e-06,0.4797899999999999,0.05758644,20.0,45.10811,86.54054000000001,0.9384569,104.0852,11.43934,59.02163,0.000315595,92.0,2.691489361702128,0,1
IRF2,0.0,30.0,0.0,0.0,15.0,4.0,1.0,0.0,0.0,96.0,19.0,0.0,0.0,24.0,4.0,0.0,19.0,6.0,0.0,168.0,0.0,157,6.681498285286242,2.68894983812042,17.6653019092908,8.64745842645492,-0.048761908,0.03533806,0.030562783,0.0061497376,-0.14224325,0.053583756,0.141025753,0.00771147,4.0,185308878.0,185395726.0,207866.1,400.0,1.9951e-06,0.44293,0.05471549,6.0,45.56757,93.67568,0.8550574000000001,135.7115,16.94098,48.02517,9.79e-05,27.0,4.92,0,1
IRF6,0.0,14.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,121.0,17.0,0.0,0.0,36.0,9.0,0.0,10.0,2.0,0.0,196.0,0.0,162,6.681498285286242,2.68894983812042,17.74919575587207,8.74819284958946,0.0609228,0.034556158,0.09905658,0.033748955,-0.060008876,0.017883211,0.267228245,0.054596667,1.0,209961262.0,209979479.0,220312.1,429.0,3.237087e-06,0.4225,0.018346,8.0,53.62161999999999,98.7027,0.8945809000000001,116.1443,9.629508,51.06908,0.00010559,8.0,4.027027027027027,0,1
JAK1,0.0,10.0,0.0,4.0,55.0,25.0,3.0,0.0,6.0,177.0,31.0,0.0,0.0,67.0,11.0,0.0,59.0,25.0,0.0,305.0,0.0,271,6.681498285286242,2.68894983812042,18.0395777456032,8.632995197142957,-0.014881213,0.025608355,0.041558716,0.010001637,-0.11569867,0.037634827,1.7684021419999998,0.007065012,1.0,65298906.0,65432187.0,269434.0,396.0,1.987412e-06,0.4079166999999999,-0.005437463,5.0,50.72973,97.78378,0.8736144,122.4426,14.12459,46.79911,0.000472431,78.0,3.588235294117647,1,1
JAK2,0.0,19.0,0.0,4.0,7.0,4.0,0.0,0.0,1.0,158.0,45.0,0.0,0.0,57.0,10.0,0.0,10.0,5.0,0.0,290.0,0.0,220,6.681498285286242,2.68894983812042,17.96401307865754,9.310612781659527,-0.037929375,0.048232585,0.05478021,0.024946721,-0.15674806,0.05294586,0.4439186536272007,0.0288399977075919,9.0,4985245.0,5128182.0,255684.9,634.0,2.221917e-06,0.39087,0.02805088,8.0,43.40541,92.94595,0.8125829999999999,128.7967,17.41311,34.23618,0.0005218,96.0,3.7413793103448274,1,1
JAK3,0.0,21.0,0.0,0.0,9.0,3.0,0.0,0.0,5.0,184.0,7.0,0.0,0.0,79.0,3.0,0.0,11.0,3.0,0.0,297.0,0.0,262,6.681498285286242,2.68894983812042,20.214144778923828,7.734709620225838,0.011975107,0.025755621,0.0660373,0.02123942,-0.06520852,0.022075245,0.4439186536272007,0.0288399977075919,19.0,17935595.0,17958841.0,1216364.0,212.0,2.707953e-06,0.53112,0.03707445,31.0,42.13514,82.94595,0.933524,105.7607,14.40984,58.9879,9.79e-05,48.0,2.4625,1,1
KANSL1,1.0,21.0,1.0,17.0,48.0,7.0,1.0,0.0,1.0,217.0,40.0,0.0,0.0,63.0,19.0,1.0,56.0,8.0,1.0,372.0,0.0,335,6.681498285286242,2.68894983812042,18.56769617919742,8.483815777264255,0.0035341831,0.021235311,0.053522132,0.011346019,-0.0863821,0.026446238,0.4439186536272007,0.0288399977075919,17.0,44107283.0,44249594.0,388537.0,357.0,3.753167e-06,0.4349699999999999,0.02109576,15.0,61.75676,98.21622,0.9264726,159.1115,24.70164,47.44433,6.65e-05,37.0,4.421875,0,1
KDM5C,1.0,13.0,0.0,3.0,22.0,8.0,4.0,1.0,1.0,206.0,22.0,0.0,0.0,92.0,6.0,1.0,28.0,11.0,0.0,341.0,0.0,294,6.681498285286242,2.68894983812042,19.742558950268496,8.594903589110126,0.0028008833,0.0118523445,0.022153933,0.007978151,-0.059995025,0.01926753,0.4439186536272007,0.0288399977075919,23.0,53220504.0,53254604.0,877206.7,443.4357224118317,3.122256e-06,0.43801,0.08033672,19.0,32.43243,71.94595,0.927046,46.7082,0.6918033,54.91902,9.74e-05,28.0,2.6129032258064515,1,1
KDM6A,0.0,38.0,3.0,1.0,53.0,27.0,2.0,1.0,8.0,202.0,71.0,0.0,0.0,59.0,49.0,0.0,67.0,33.0,0.0,414.0,0.0,407,6.681498285286242,2.68894983812042,15.85674161851601,8.594903589110126,-0.0010378478,0.014404621,0.021190919,0.008892329,-0.07202484,0.02539469,0.4439186536272007,0.0288399977075919,23.0,44732423.0,44971843.0,59340.0,443.4357224118317,2.145119e-06,0.3989433,0.03567596,4.0,30.94595,75.02703000000001,0.8702386000000001,63.53115,2.016393,37.83184,0.000118777,23.0,5.833333333333333,1,1
KEAP1,0.0,14.0,0.0,4.0,15.0,7.0,4.0,0.0,0.0,269.0,17.0,0.0,0.0,49.0,7.0,0.0,20.0,7.0,0.0,359.0,0.0,328,6.681498285286242,2.68894983812042,20.92927502612237,7.700439718141093,0.00689848,0.026822286,0.066170774,0.02417275,-0.07374745,0.019145194,0.024938592,0.002827529,19.0,10596796.0,10614054.0,1996822.0,207.0,2.182474e-06,0.52773,0.0303180999999999,34.0,44.32432,86.86486,0.9300735,88.79344,8.606557,57.09548,0.000613566,90.0,6.0,0,1
KEL,0.0,13.0,0.0,32.0,1.0,1.0,0.0,1.0,3.0,256.0,15.0,0.0,0.0,122.0,12.0,0.0,3.0,3.0,0.0,450.0,0.0,343,6.681498285286242,2.68894983812042,18.165622480823444,9.403012023574997,0.0537398,0.03498133,0.09710401,0.030581107,-0.07613086,0.025665231,0.7971864909999999,0.033460469,7.0,142638203.0,142659503.0,294032.8,676.0,3.732495e-06,0.48302,0.002153469,9.0,52.94595,98.75676,0.8766975,146.3049,19.85246,53.6842,9.89e-07,4.0,2.317073170731707,0,1
KIF1A,0.0,27.0,0.0,5.0,14.0,2.0,2.0,0.0,4.0,358.0,24.0,0.0,0.0,150.0,7.0,0.0,17.0,2.0,0.0,574.0,0.0,431,6.681498285286242,2.68894983812042,20.061414704499573,8.804131021183318,-0.015465294,0.023981815,0.03701069,0.0064147413,-0.118622474,0.042463835,0.125675492,0.016489265,2.0,241653185.0,241759624.0,1094176.0,446.0,2.6740910000000003e-06,0.561565,0.028987,15.0,44.75676,82.37838,0.7875889,53.31148,3.262295,60.95976999999999,0.000101005,33.0,2.589403973509934,0,1
KIT,0.0,49.0,0.0,5.0,2.0,2.0,1.0,2.0,0.0,283.0,17.0,0.0,0.0,79.0,11.0,0.0,6.0,6.0,0.0,439.0,0.0,339,6.681498285286242,2.68894983812042,16.500832234177402,9.344295907915816,-0.0030407296,0.03278809,0.053345773,0.03181971,-0.09004211,0.021809736,0.169940458,0.029503724,4.0,55524095.0,55606879.0,92734.38,649.0,3.494402e-06,0.40931,0.0004208712,4.0,52.7027,97.72973,0.8809302999999999,119.3803,12.24262,41.8746,0.000193375,40.0,3.9375,1,1
KLF5,0.0,28.0,0.0,5.0,12.0,2.0,1.0,1.0,0.0,83.0,8.0,0.0,0.0,22.0,0.0,0.0,18.0,4.0,0.0,140.0,0.0,135,6.681498285286242,2.68894983812042,18.06586469815629,8.361943773735241,-0.024038067,0.044629548,0.0626383,0.025865192,-0.13800518,0.046438184,0.0801293679999999,0.003819802,13.0,73633142.0,73651675.0,274388.3,328.0,2.667392e-06,0.40363,0.02765748,5.0,43.75676,82.64865,0.9297452,134.8951,20.47541,47.25163,3.2e-05,26.0,4.086956521739131,0,1
KMT2A,0.0,34.0,0.0,0.0,46.0,19.0,2.0,0.0,2.0,510.0,81.0,0.0,0.0,176.0,11.0,0.0,50.0,21.0,0.0,810.0,0.0,588,6.681498285286242,2.68894983812042,20.35168442346948,7.592457037268081,-0.030756228,0.03214574,0.04137347,0.010453936,-0.1392774,0.04517992,0.4439186536272007,0.0288399977075919,11.0,118307205.0,118395934.0,1338034.0,192.0,2.248045e-06,0.41963,0.04876435,18.0,50.2973,95.2973,0.9474635,139.5508,19.19344,44.86212,0.000229526,76.0,3.5084745762711864,0,1
KMT2B,0.0,5.0,0.0,0.0,103.0,21.0,9.0,0.0,5.0,452.0,54.0,1.0,0.0,164.0,18.0,0.0,115.0,21.0,0.0,696.0,0.0,527,6.681498285286242,2.68894983812042,20.134705813304752,8.330916878114618,0.024566162,0.032100804,0.08144793,0.0326829629999999,-0.0632096,0.01850726,0.4439186536272007,0.0288399977075919,19.0,36208921.0,36229778.0,1151198.0,321.0,2.518092e-06,0.54052,0.02960975,40.0,47.05405,85.35135,0.9448084,70.84918,7.416392999999999,59.80413000000001,2.0600000000000003e-05,28.0,3.303030303030303,0,1
