gene,transcript,protein_change,score,pvalue,qvalue,info
ARID1A,ENST00000324856,.,.,8.0,3.5690740740740748e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
RLN2,ENST00000381627,.,.,0.3122214135066351,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
POLR3K,ENST00000293860,.,.,0.31215902959933595,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
EIF3M,ENST00000531120,.,.,0.3120966546518397,1.0,SAMPLES=20;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
CDC26,ENST00000374206,.,.,0.31205210660208194,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
OR13J1,ENST00000377981,.,.,0.3120253799654444,1.0,SAMPLES=26;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
CALM3,ENST00000291295,.,.,0.31185614945117396,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
KANK1,ENST00000382303,.,.,0.3118116260633057,1.0,SAMPLES=108;SNV=115;INDEL=3;STRATIFIED_FDR=1.0
UQCRFS1,ENST00000304863,.,.,0.3117582040222882,1.0,SAMPLES=30;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
RPL22L1,ENST00000295830,.,.,0.3117493009876346,1.0,SAMPLES=9;SNV=8;INDEL=1;STRATIFIED_FDR=1.0
MBOAT7,ENST00000245615,.,.,0.3117403981354895,1.0,SAMPLES=45;SNV=45;INDEL=2;STRATIFIED_FDR=1.0
ZNF436,ENST00000314011,.,.,0.3116869848548765,1.0,SAMPLES=51;SNV=53;INDEL=3;STRATIFIED_FDR=1.0
C7orf66,ENST00000379007,.,.,0.31164247880530915,1.0,SAMPLES=29;SNV=28;INDEL=1;STRATIFIED_FDR=1.0
CD14,ENST00000302014,.,.,0.31164247880530915,1.0,SAMPLES=26;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
WDSUB1,ENST00000409990,.,.,0.31163357814268156,1.0,SAMPLES=35;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
VPS35,ENST00000299138,.,.,0.31159797731620836,1.0,SAMPLES=54;SNV=55;INDEL=1;STRATIFIED_FDR=1.0
SPINK6,ENST00000325630,.,.,0.3114911923434788,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
PITPNA,ENST00000313486,.,.,0.31146450020236205,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
QDPR,ENST00000281243,.,.,0.3114378097016682,1.0,SAMPLES=30;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
LPCAT3,ENST00000261407,.,.,0.3114111208411957,1.0,SAMPLES=30;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
CYTH1,ENST00000361101,.,.,0.31138443362074275,1.0,SAMPLES=37;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
LCE5A,ENST00000334269,.,.,0.31133995856392876,1.0,SAMPLES=27;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
ZBTB49,ENST00000337872,.,.,0.3113221698164084,1.0,SAMPLES=66;SNV=67;INDEL=0;STRATIFIED_FDR=1.0
ATRN,ENST00000262919,.,.,0.31129548806123236,1.0,SAMPLES=79;SNV=86;INDEL=0;STRATIFIED_FDR=1.0
SLCO4A1,ENST00000217159,.,.,0.3112599149374132,1.0,SAMPLES=83;SNV=85;INDEL=3;STRATIFIED_FDR=1.0
NAA38,ENST00000249299,.,.,0.31125102211172107,1.0,SAMPLES=14;SNV=13;INDEL=1;STRATIFIED_FDR=1.0
MUCL1,ENST00000308796,.,.,0.31117988606080077,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
SLC4A9,ENST00000230993,.,.,0.31109987192865646,1.0,SAMPLES=64;SNV=62;INDEL=2;STRATIFIED_FDR=1.0
MXI1,ENST00000332674,.,.,0.31109098237944566,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
TPPP3,ENST00000564104,.,.,0.3110643148235192,1.0,SAMPLES=18;SNV=17;INDEL=1;STRATIFIED_FDR=1.0
ATF7IP2,ENST00000396560,.,.,0.31101987253554814,1.0,SAMPLES=58;SNV=57;INDEL=2;STRATIFIED_FDR=1.0
PHF7,ENST00000327906,.,.,0.3109932093455816,1.0,SAMPLES=25;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
PAK2,ENST00000327134,.,.,0.31092211550758325,1.0,SAMPLES=47;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
KDSR,ENST00000406396,.,.,0.3109043438663775,1.0,SAMPLES=26;SNV=23;INDEL=3;STRATIFIED_FDR=1.0
C5orf46,ENST00000318315,.,.,0.3109043438663775,1.0,SAMPLES=9;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
NIPA2,ENST00000337451,.,.,0.3108865729523703,1.0,SAMPLES=29;SNV=25;INDEL=4;STRATIFIED_FDR=1.0
AQP1,ENST00000311813,.,.,0.31085103330571356,1.0,SAMPLES=26;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
ZCCHC4,ENST00000302874,.,.,0.3108332645729451,1.0,SAMPLES=29;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
ANKRD36C,ENST00000456556,.,.,0.31082438047917454,1.0,SAMPLES=59;SNV=57;INDEL=3;STRATIFIED_FDR=1.0
INTS12,ENST00000451321,.,.,0.3107266674404229,1.0,SAMPLES=34;SNV=33;INDEL=1;STRATIFIED_FDR=1.0
SFTA3,ENST00000518529,.,.,0.31065561721827617,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
THEMIS2,ENST00000373921,.,.,0.31063785647880315,1.0,SAMPLES=42;SNV=44;INDEL=0;STRATIFIED_FDR=1.0
MRPL20,ENST00000344843,.,.,0.31056682078338366,1.0,SAMPLES=18;SNV=18;INDEL=1;STRATIFIED_FDR=1.0
TLX2,ENST00000233638,.,.,0.3104869195119187,1.0,SAMPLES=17;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
MAVS,ENST00000428216,.,.,0.3103981575589644,1.0,SAMPLES=47;SNV=51;INDEL=0;STRATIFIED_FDR=1.0
CCDC53,ENST00000240079,.,.,0.3103360349842296,1.0,SAMPLES=17;SNV=16;INDEL=1;STRATIFIED_FDR=1.0
ZNF599,ENST00000329285,.,.,0.3102561761574331,1.0,SAMPLES=63;SNV=67;INDEL=0;STRATIFIED_FDR=1.0
UTP23,ENST00000309822,.,.,0.3101674613469144,1.0,SAMPLES=23;SNV=22;INDEL=1;STRATIFIED_FDR=1.0
RBMX2,ENST00000305536,.,.,0.3100432910494005,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
RNF7,ENST00000273480,.,.,0.3100166877467406,1.0,SAMPLES=11;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
HIATL2,ENST00000602917,.,.,0.30998121921130467,1.0,SAMPLES=7;SNV=7;INDEL=0;STRATIFIED_FDR=1.0
OSR1,ENST00000536433,.,.,0.30989256054366937,1.0,SAMPLES=39;SNV=37;INDEL=2;STRATIFIED_FDR=1.0
C10orf112,ENST00000377266,.,.,0.30967985355672945,1.0,SAMPLES=20;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
CGB,ENST00000357383,.,.,0.30967099302603096,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
P2RX3,ENST00000263314,.,.,0.3095381067538217,1.0,SAMPLES=53;SNV=54;INDEL=0;STRATIFIED_FDR=1.0
DPH6,ENST00000256538,.,.,0.3095381067538217,1.0,SAMPLES=19;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
CEP78,ENST00000376597,.,.,0.30950267728064973,1.0,SAMPLES=49;SNV=49;INDEL=1;STRATIFIED_FDR=1.0
DNHD1,ENST00000254579,.,.,0.30947610707241036,1.0,SAMPLES=190;SNV=200;INDEL=2;STRATIFIED_FDR=1.0
TRIM36,ENST00000282369,.,.,0.3094229715321439,1.0,SAMPLES=72;SNV=72;INDEL=1;STRATIFIED_FDR=1.0
CBLL1,ENST00000440859,.,.,0.3091927926183758,1.0,SAMPLES=44;SNV=44;INDEL=1;STRATIFIED_FDR=1.0
KIAA0020,ENST00000397885,.,.,0.3091839420190845,1.0,SAMPLES=27;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
BAIAP3,ENST00000324385,.,.,0.3091750916001583,1.0,SAMPLES=105;SNV=109;INDEL=1;STRATIFIED_FDR=1.0
NCBP1,ENST00000375147,.,.,0.3091131437172766,1.0,SAMPLES=47;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
TMEM126B,ENST00000358867,.,.,0.3091042947410057,1.0,SAMPLES=10;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
GPR101,ENST00000298110,.,.,0.30909544594503335,1.0,SAMPLES=101;SNV=103;INDEL=1;STRATIFIED_FDR=1.0
ZBTB8A,ENST00000373510,.,.,0.30906005256398594,1.0,SAMPLES=27;SNV=27;INDEL=1;STRATIFIED_FDR=1.0
GFPT2,ENST00000253778,.,.,0.30905120466939756,1.0,SAMPLES=93;SNV=93;INDEL=4;STRATIFIED_FDR=1.0
SPANXD,ENST00000370515,.,.,0.30890081803438224,1.0,SAMPLES=43;SNV=45;INDEL=0;STRATIFIED_FDR=1.0
NAPG,ENST00000322897,.,.,0.30886544051058423,1.0,SAMPLES=20;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
IFNGR1,ENST00000367739,.,.,0.3087062773066394,1.0,SAMPLES=40;SNV=41;INDEL=0;STRATIFIED_FDR=1.0
AC110619.2,ENST00000404327,.,.,0.3085736858474096,1.0,SAMPLES=3;SNV=3;INDEL=0;STRATIFIED_FDR=1.0
CHI3L2,ENST00000445067,.,.,0.30853833496060273,1.0,SAMPLES=31;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
LMO4,ENST00000370544,.,.,0.3085294976884931,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
FAIM,ENST00000338446,.,.,0.30849415039820355,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
FAM98B,ENST00000397609,.,.,0.30842346444721686,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
GIMAP2,ENST00000223293,.,.,0.3083969601814159,1.0,SAMPLES=61;SNV=62;INDEL=1;STRATIFIED_FDR=1.0
RLN3,ENST00000431365,.,.,0.3083086243089481,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
C3orf35,ENST00000328376,.,.,0.3082114755973016,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
VHLL,ENST00000339922,.,.,0.3081496650027231,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
SNX27,ENST00000368843,.,.,0.3079819377201171,1.0,SAMPLES=42;SNV=41;INDEL=2;STRATIFIED_FDR=1.0
SLC25A34,ENST00000294454,.,.,0.30796428598430864,1.0,SAMPLES=19;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
SYTL4,ENST00000455616,.,.,0.30795546038544025,1.0,SAMPLES=47;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
GPN3,ENST00000543199,.,.,0.3079378097257384,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
DNAJB14,ENST00000442697,.,.,0.3078407439181165,1.0,SAMPLES=24;SNV=23;INDEL=1;STRATIFIED_FDR=1.0
ZNF676,ENST00000397121,.,.,0.30775252109661677,1.0,SAMPLES=183;SNV=193;INDEL=2;STRATIFIED_FDR=1.0
TFAP4,ENST00000204517,.,.,0.3076290392471152,1.0,SAMPLES=43;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
LY96,ENST00000284818,.,.,0.3074703284408772,1.0,SAMPLES=28;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
CAMK1D,ENST00000378847,.,.,0.3074615128742538,1.0,SAMPLES=63;SNV=61;INDEL=2;STRATIFIED_FDR=1.0
DDAH1,ENST00000284031,.,.,0.3073557400300127,1.0,SAMPLES=15;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
ANTXR2,ENST00000307333,.,.,0.30724999294057853,1.0,SAMPLES=29;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
SPRYD7,ENST00000361840,.,.,0.3072323709287317,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
SLC23A3,ENST00000455516,.,.,0.3072235601909389,1.0,SAMPLES=44;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
UBE2L6,ENST00000287156,.,.,0.3071795091829892,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
GULP1,ENST00000409580,.,.,0.30709142056926303,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
GNB3,ENST00000229264,.,.,0.3070649974688623,1.0,SAMPLES=34;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
NQO1,ENST00000320623,.,.,0.3070649974688623,1.0,SAMPLES=14;SNV=12;INDEL=2;STRATIFIED_FDR=1.0
GLRA2,ENST00000218075,.,.,0.30698573781200733,1.0,SAMPLES=76;SNV=78;INDEL=1;STRATIFIED_FDR=1.0
RPL35,ENST00000348462,.,.,0.3069241014112079,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=1.0
DKK3,ENST00000396505,.,.,0.30657206111964735,1.0,SAMPLES=27;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
SYCE1L,ENST00000378644,.,.,0.30655446659366997,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
PRDX4,ENST00000379341,.,.,0.3065104833969964,1.0,SAMPLES=22;SNV=22;INDEL=0;STRATIFIED_FDR=1.0
SECISBP2,ENST00000375807,.,.,0.3064577094401222,1.0,SAMPLES=63;SNV=57;INDEL=7;STRATIFIED_FDR=1.0
PLEKHO1,ENST00000369124,.,.,0.30636976709373726,1.0,SAMPLES=52;SNV=52;INDEL=2;STRATIFIED_FDR=1.0
FOXRED2,ENST00000397224,.,.,0.30634338786197995,1.0,SAMPLES=67;SNV=71;INDEL=1;STRATIFIED_FDR=1.0
HIST1H2BM,ENST00000359465,.,.,0.30634338786197995,1.0,SAMPLES=31;SNV=40;INDEL=0;STRATIFIED_FDR=1.0
TAF10,ENST00000299424,.,.,0.30630821804522956,1.0,SAMPLES=14;SNV=12;INDEL=2;STRATIFIED_FDR=1.0
CD52,ENST00000374213,.,.,0.30627305107635305,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=1.0
RBPMS,ENST00000320203,.,.,0.3061324116703626,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
PSMD1,ENST00000308696,.,.,0.3061236232195027,1.0,SAMPLES=61;SNV=61;INDEL=2;STRATIFIED_FDR=1.0
CSRP2,ENST00000311083,.,.,0.30611483494648367,1.0,SAMPLES=12;SNV=11;INDEL=1;STRATIFIED_FDR=1.0
CHIT1,ENST00000367229,.,.,0.3060445351637389,1.0,SAMPLES=65;SNV=66;INDEL=0;STRATIFIED_FDR=1.0
RNF151,ENST00000569714,.,.,0.30599181779347817,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
CERCAM,ENST00000372838,.,.,0.3059830321872086,1.0,SAMPLES=58;SNV=61;INDEL=1;STRATIFIED_FDR=1.0
HSPB1,ENST00000248553,.,.,0.30597424675866497,1.0,SAMPLES=12;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
PTHLH,ENST00000395872,.,.,0.30595667643472585,1.0,SAMPLES=27;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
UBE3A,ENST00000397954,.,.,0.3059127537345758,1.0,SAMPLES=83;SNV=80;INDEL=4;STRATIFIED_FDR=1.0
GNB4,ENST00000232564,.,.,0.3058864022465623,1.0,SAMPLES=34;SNV=33;INDEL=2;STRATIFIED_FDR=1.0
ATP2B2,ENST00000360273,.,.,0.305868835476132,1.0,SAMPLES=194;SNV=209;INDEL=0;STRATIFIED_FDR=1.0
TXNDC9,ENST00000264255,.,.,0.305842486652711,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
KIAA1161,ENST00000297625,.,.,0.3057897938011658,1.0,SAMPLES=53;SNV=54;INDEL=0;STRATIFIED_FDR=1.0
RHOBTB3,ENST00000379982,.,.,0.3057722309379354,1.0,SAMPLES=40;SNV=41;INDEL=1;STRATIFIED_FDR=1.0
BTK,ENST00000308731,.,.,0.3056580896358188,1.0,SAMPLES=103;SNV=107;INDEL=1;STRATIFIED_FDR=1.0
AKAP11,ENST00000025301,.,.,0.3056229752695398,1.0,SAMPLES=119;SNV=118;INDEL=6;STRATIFIED_FDR=1.0
C10orf88,ENST00000481909,.,.,0.3055790863038416,1.0,SAMPLES=35;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
HIST1H2AG,ENST00000359193,.,.,0.30544744601248075,1.0,SAMPLES=47;SNV=47;INDEL=1;STRATIFIED_FDR=1.0
TST,ENST00000403892,.,.,0.3054386714116278,1.0,SAMPLES=30;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
TMEM167A,ENST00000502346,.,.,0.30538602752915556,1.0,SAMPLES=6;SNV=6;INDEL=0;STRATIFIED_FDR=1.0
TBC1D21,ENST00000300504,.,.,0.3053158456109092,1.0,SAMPLES=46;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
TMPRSS12,ENST00000398458,.,.,0.30529830190329604,1.0,SAMPLES=26;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
MRS2,ENST00000378386,.,.,0.3052193639879385,1.0,SAMPLES=29;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
GSC2,ENST00000086933,.,.,0.3052105939940588,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
IRX3,ENST00000329734,.,.,0.3052105939940588,1.0,SAMPLES=25;SNV=23;INDEL=2;STRATIFIED_FDR=1.0
KIF3B,ENST00000375712,.,.,0.3051930545375763,1.0,SAMPLES=78;SNV=83;INDEL=2;STRATIFIED_FDR=1.0
REST,ENST00000309042,.,.,0.3050878326714306,1.0,SAMPLES=76;SNV=78;INDEL=1;STRATIFIED_FDR=1.0
ACKR4,ENST00000249887,.,.,0.3050702981719974,1.0,SAMPLES=25;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
BCL2L15,ENST00000393316,.,.,0.3050352312968372,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
RAVER2,ENST00000371072,.,.,0.3048862286577636,1.0,SAMPLES=48;SNV=46;INDEL=2;STRATIFIED_FDR=1.0
PDGFC,ENST00000502773,.,.,0.3048248894856567,1.0,SAMPLES=56;SNV=59;INDEL=1;STRATIFIED_FDR=1.0
MLXIPL,ENST00000313375,.,.,0.3047285168583776,1.0,SAMPLES=83;SNV=81;INDEL=4;STRATIFIED_FDR=1.0
INO80C,ENST00000441607,.,.,0.3046058917088901,1.0,SAMPLES=19;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
CDC40,ENST00000368932,.,.,0.30454459211562956,1.0,SAMPLES=45;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
ZYG11B,ENST00000294353,.,.,0.304483301173434,1.0,SAMPLES=51;SNV=53;INDEL=1;STRATIFIED_FDR=1.0
TRIM73,ENST00000323819,.,.,0.30429072879092023,1.0,SAMPLES=13;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
CCS,ENST00000533244,.,.,0.30427322644413474,1.0,SAMPLES=16;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
NOX1,ENST00000372966,.,.,0.3042382238664891,1.0,SAMPLES=68;SNV=68;INDEL=1;STRATIFIED_FDR=1.0
AKAP4,ENST00000358526,.,.,0.3042382238664891,1.0,SAMPLES=109;SNV=112;INDEL=1;STRATIFIED_FDR=1.0
C4orf22,ENST00000508675,.,.,0.3041857252889814,1.0,SAMPLES=34;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
CNOT7,ENST00000361272,.,.,0.3041507297626206,1.0,SAMPLES=14;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
CCDC40,ENST00000397545,.,.,0.3040982417599095,1.0,SAMPLES=123;SNV=125;INDEL=1;STRATIFIED_FDR=1.0
KLRC4,ENST00000309384,.,.,0.3040282676226594,1.0,SAMPLES=23;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
PLXNA3,ENST00000369682,.,.,0.3039932847814545,1.0,SAMPLES=185;SNV=192;INDEL=3;STRATIFIED_FDR=1.0
STX19,ENST00000315099,.,.,0.30394081580264554,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
FOXD4L3,ENST00000342833,.,.,0.30393207158910285,1.0,SAMPLES=15;SNV=14;INDEL=1;STRATIFIED_FDR=1.0
EPO,ENST00000252723,.,.,0.3039233275516152,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
H2AFY,ENST00000511689,.,.,0.3038970964954116,1.0,SAMPLES=28;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
CD101,ENST00000256652,.,.,0.3038096710820591,1.0,SAMPLES=84;SNV=85;INDEL=1;STRATIFIED_FDR=1.0
CX3CL1,ENST00000006053,.,.,0.30375722428038077,1.0,SAMPLES=42;SNV=44;INDEL=1;STRATIFIED_FDR=1.0
PTPLAD2,ENST00000495827,.,.,0.3037484837625057,1.0,SAMPLES=16;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
ZNF789,ENST00000331410,.,.,0.30373100325446717,1.0,SAMPLES=27;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
DGAT2,ENST00000228027,.,.,0.3036785659515355,1.0,SAMPLES=37;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
OCLN,ENST00000355237,.,.,0.3035824473369981,1.0,SAMPLES=35;SNV=35;INDEL=1;STRATIFIED_FDR=1.0
TIAL1,ENST00000369093,.,.,0.3034950852346147,1.0,SAMPLES=28;SNV=27;INDEL=1;STRATIFIED_FDR=1.0
ALOX15,ENST00000570836,.,.,0.3034514107726562,1.0,SAMPLES=49;SNV=50;INDEL=0;STRATIFIED_FDR=1.0
SRXN1,ENST00000381962,.,.,0.30344267640729006,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
NPPA,ENST00000376480,.,.,0.3034339422175827,1.0,SAMPLES=23;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
NMRK1,ENST00000361092,.,.,0.30334660998018265,1.0,SAMPLES=15;SNV=14;INDEL=1;STRATIFIED_FDR=1.0
RP11-770J1.4,ENST00000532619,.,.,0.3033204137331135,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
RPS15A,ENST00000322989,.,.,0.3032854878614926,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
RPS18,ENST00000439602,.,.,0.3032243743438507,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
RAD18,ENST00000264926,.,.,0.3032156445433157,1.0,SAMPLES=30;SNV=27;INDEL=3;STRATIFIED_FDR=1.0
CCDC124,ENST00000597436,.,.,0.30312835618793416,1.0,SAMPLES=20;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
ORC6,ENST00000219097,.,.,0.3030061819567975,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
NSUN4,ENST00000474844,.,.,0.30299745654102583,1.0,SAMPLES=19;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
OPN4,ENST00000372071,.,.,0.3029887313005528,1.0,SAMPLES=71;SNV=71;INDEL=1;STRATIFIED_FDR=1.0
GRAP2,ENST00000344138,.,.,0.3027793781005706,1.0,SAMPLES=38;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
PKP3,ENST00000331563,.,.,0.30275321604504707,1.0,SAMPLES=65;SNV=65;INDEL=0;STRATIFIED_FDR=1.0
KIAA1644,ENST00000381176,.,.,0.3027096161211177,1.0,SAMPLES=34;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
RSRC2,ENST00000331738,.,.,0.302692177377062,1.0,SAMPLES=42;SNV=42;INDEL=2;STRATIFIED_FDR=1.0
SYCP1,ENST00000369522,.,.,0.30259627679951234,1.0,SAMPLES=134;SNV=141;INDEL=2;STRATIFIED_FDR=1.0
TOM1,ENST00000411850,.,.,0.3025614091119738,1.0,SAMPLES=50;SNV=53;INDEL=1;STRATIFIED_FDR=1.0
CHST5,ENST00000336257,.,.,0.30255269262747475,1.0,SAMPLES=72;SNV=73;INDEL=1;STRATIFIED_FDR=1.0
ARHGAP24,ENST00000395184,.,.,0.30252654422359126,1.0,SAMPLES=66;SNV=69;INDEL=0;STRATIFIED_FDR=1.0
KCNH8,ENST00000328405,.,.,0.3025003973939802,1.0,SAMPLES=193;SNV=200;INDEL=1;STRATIFIED_FDR=1.0
ACTRT2,ENST00000378404,.,.,0.3024916821339154,1.0,SAMPLES=92;SNV=95;INDEL=1;STRATIFIED_FDR=1.0
GRIK1,ENST00000399907,.,.,0.3023609742159444,1.0,SAMPLES=146;SNV=154;INDEL=1;STRATIFIED_FDR=1.0
ZNF385C,ENST00000436535,.,.,0.30230870206158994,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
USF2,ENST00000222305,.,.,0.3022651467384794,1.0,SAMPLES=18;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
GABRG3,ENST00000333743,.,.,0.302160631781637,1.0,SAMPLES=99;SNV=104;INDEL=1;STRATIFIED_FDR=1.0
CDS2,ENST00000460006,.,.,0.30213450697195404,1.0,SAMPLES=33;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
HSD11B1L,ENST00000423665,.,.,0.302108383733704,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
GLRX5,ENST00000331334,.,.,0.3020648484948469,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
GLRB,ENST00000264428,.,.,0.3019952011887896,1.0,SAMPLES=79;SNV=80;INDEL=0;STRATIFIED_FDR=1.0
ANGPTL6,ENST00000253109,.,.,0.3019603817237849,1.0,SAMPLES=24;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
RNF103-CHMP3,ENST00000604011,.,.,0.3019516772937106,1.0,SAMPLES=20;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
COX6B1,ENST00000246554,.,.,0.3019516772937106,1.0,SAMPLES=12;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
FOXE3,ENST00000335071,.,.,0.30193426895692477,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
FOXK1,ENST00000446823,.,.,0.3018907511675858,1.0,SAMPLES=55;SNV=56;INDEL=1;STRATIFIED_FDR=1.0
FPGT-TNNI3K,ENST00000557284,.,.,0.3018820481329693,1.0,SAMPLES=169;SNV=169;INDEL=5;STRATIFIED_FDR=1.0
COL28A1,ENST00000399429,.,.,0.30187334527275345,1.0,SAMPLES=123;SNV=132;INDEL=2;STRATIFIED_FDR=1.0
PAPL,ENST00000331256,.,.,0.30187334527275345,1.0,SAMPLES=58;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
ANKRD45,ENST00000333279,.,.,0.30179502737769315,1.0,SAMPLES=42;SNV=43;INDEL=2;STRATIFIED_FDR=1.0
TECTB,ENST00000369422,.,.,0.3017776253188323,1.0,SAMPLES=44;SNV=45;INDEL=0;STRATIFIED_FDR=1.0
